ABACAVIR SULFATE (ABACAVIR SULFATE) | NDA   #200733 | TABLET; ORAL  | MATRIX LABS LTD
	
ABACAVIR SULFATE (ABACAVIR SULFATE) | ANDA  #201107 | SOLUTION;ORAL  | HETERO LABS LTD III
	
ABACAVIR SULFATE (ABACAVIR SULFATE) | ANDA  #201570 | TABLET;ORAL  | APOTEX INC
	
ABACAVIR SULFATE (ABACAVIR SULFATE) | NDA   #022293 | TABLET; ORAL  | AUROBINDO PHARMA
	
ABACAVIR SULFATE (ABACAVIR SULFATE) | NDA   #022547 | TABLET; ORAL  | CIPLA LIMITED
	
ABACAVIR SULFATE (ABACAVIR SULFATE) | ANDA  #077844 | TABLET;ORAL  | AUROBINDO PHARMA LTD
	
ABACAVIR SULFATE (ABACAVIR SULFATE) | ANDA  #077950 | SOLUTION;ORAL  | AUROBINDO PHARMA LTD
	
ABACAVIR SULFATE (ABACAVIR SULFATE) | ANDA  #078119 | TABLET;ORAL  | CIPLA
	
ABACAVIR SULFATE (ABACAVIR SULFATE) | ANDA  #078348 | SOLUTION; ORAL  | CIPLA LIMITED
	
ABACAVIR SULFATE (ABACAVIR SULFATE) | ANDA  #078742 | TABLET; ORAL  | MATRIX LABS"
"ABACAVIR SULFATE AND LAMIVUDINE

ABACAVIR SULFATE AND LAMIVUDINE (ABACAVIR SULFATE; LAMIVUDINE) | ANDA  #079246 | TABLET;ORAL  | TEVA PHARMS USA
	
ABACAVIR SULFATE AND LAMIVUDINE (ABACAVIR SULFATE; LAMIVUDINE) | ANDA  #090159 | TABLET;ORAL  | AUROBINDO PHARMA LTD
	
ABACAVIR SULFATE AND LAMIVUDINE (ABACAVIR SULFATE; LAMIVUDINE) | ANDA  #091144 | TABLET;ORAL  | CIPLA
	
ABACAVIR SULFATE AND LAMIVUDINE (ABACAVIR SULFATE; LAMIVUDINE) | ANDA  #204990 | TABLET;ORAL  | LUPIN LTD
	
ABACAVIR SULFATE AND LAMIVUDINE (ABACAVIR SULFATE; LAMIVUDINE) | ANDA  #206151 | TABLET;ORAL  | AUROBINDO PHARMA
	
ABACAVIR SULFATE AND LAMIVUDINE (ABACAVIR SULFATE; LAMIVUDINE) | ANDA  #208990 | TABLET;ORAL  | ZYDUS PHARMS
	
ABACAVIR SULFATE AND LAMIVUDINE (ABACAVIR SULFATE; LAMIVUDINE) | ANDA  #216332 | TABLET;ORAL  | LAURUS"
"ABACAVIR SULFATE, LAMIVUDINE AND ZIDOVUDINE

ABACAVIR SULFATE, LAMIVUDINE AND ZIDOVUDINE (ABACAVIR SULFATE; LAMIVUDINE; ZIDOVUDINE) | ANDA  #202912 | TABLET;ORAL  | LUPIN LTD
	
ABACAVIR SULFATE, LAMIVUDINE AND ZIDOVUDINE (ABACAVIR SULFATE; LAMIVUDINE; ZIDOVUDINE) | ANDA  #090309 | TABLET; ORAL  | MYLAN PHARMA"
"ABACAVIR SULFATE; LAMIVUDINE

ABACAVIR SULFATE; LAMIVUDINE (ABACAVIR SULFATE; LAMIVUDINE) | ANDA  #090519 | TABLET; ORAL  | MATRIX LABS LTD
	
ABACAVIR SULFATE; LAMIVUDINE (ABACAVIR SULFATE; LAMIVUDINE) | NDA   #022295 | TABLET; ORAL  | AUROBINDO PHARMA LTD
	
ABACAVIR SULFATE; LAMIVUDINE (ABACAVIR SULFATE; LAMIVUDINE) | NDA   #202381 | TABLET; ORAL  | MYLAN LABS
	
ABACAVIR SULFATE; LAMIVUDINE (ABACAVIR SULFATE; LAMIVUDINE) | NDA   #202007 | TABLET, FOR SUSPENSION; ORAL  | CIPLA LIMITED
	
ABACAVIR SULFATE; LAMIVUDINE (ABACAVIR SULFATE;LAMIVUDINE) | ANDA  #205412 | TABLET;ORAL  | HETERO LABS LTD V"
"ABACAVIR; DOLUTEGRAVIR; LAMIVUDINE

ABACAVIR; DOLUTEGRAVIR; LAMIVUDINE (ABACAVIR;DOLUTEGRAVIR;LAMIVUDINE) | ANDA  #216223 | TABLET;ORAL  | LAURUS LABS LTD
	
ABACAVIR; DOLUTEGRAVIR; LAMIVUDINE (ABACAVIR; DOLUTEGRAVIR; LAMIVUDINE) | NDA   #217070 | TABLET; ORAL  | AUROBINDO PHARMA USA"
"ABACAVIR; LAMIVUDINE

ABACAVIR; LAMIVUDINE (ABACAVIR;LAMIVUDINE) | NDA   #207369 | TABLET;ORAL  | HETERO LABS LTD V"
"ABELCET

ABELCET (AMPHOTERICIN B) | NDA   #050724 | INJECTABLE, LIPID COMPLEX;INJECTION  | LEADIANT BIOSCI INC"
"ABILIFY

ABILIFY (ARIPIPRAZOLE) | NDA   #021436 | TABLET;ORAL  | OTSUKA
	
ABILIFY (ARIPIPRAZOLE) | NDA   #021713 | SOLUTION;ORAL  | OTSUKA
	
ABILIFY (ARIPIPRAZOLE) | NDA   #021729 | TABLET, ORALLY DISINTEGRATING;ORAL  | OTSUKA
	
ABILIFY (ARIPIPRAZOLE) | NDA   #021866 | INJECTABLE;INTRAMUSCULAR  | OTSUKA"
"ABILIFY ASIMTUFII

ABILIFY ASIMTUFII (ARIPIPRAZOLE) | NDA   #217006 | SUSPENSION, EXTENDED RELEASE;INTRAMUSCULAR  | OTSUKA"
"ABILIFY MAINTENA KIT

ABILIFY MAINTENA KIT (ARIPIPRAZOLE) | NDA   #202971 | FOR SUSPENSION, EXTENDED RELEASE;INTRAMUSCULAR  | OTSUKA PHARM CO LTD"
"ABILIFY MYCITE KIT

ABILIFY MYCITE KIT (ARIPIPRAZOLE) | NDA   #207202 | TABLET;ORAL  | OTSUKA"
"ABIRATERONE ACETATE

ABIRATERONE ACETATE (ABIRATERONE ACETATE) | ANDA  #209227 | TABLET;ORAL  | GLENMARK PHARMS
	
ABIRATERONE ACETATE (ABIRATERONE ACETATE) | ANDA  #208327 | TABLET;ORAL  | AMNEAL PHARMS
	
ABIRATERONE ACETATE (ABIRATERONE ACETATE) | ANDA  #208339 | TABLET;ORAL  | HIKMA
	
ABIRATERONE ACETATE (ABIRATERONE ACETATE) | ANDA  #208371 | TABLET;ORAL  | RISING
	
ABIRATERONE ACETATE (ABIRATERONE ACETATE) | ANDA  #208380 | TABLET;ORAL  | WOCKHARDT BIO AG
	
ABIRATERONE ACETATE (ABIRATERONE ACETATE) | ANDA  #208416 | TABLET;ORAL  | DR REDDYS
	
ABIRATERONE ACETATE (ABIRATERONE ACETATE) | ANDA  #208432 | TABLET;ORAL  | TEVA PHARMS USA
	
ABIRATERONE ACETATE (ABIRATERONE ACETATE) | ANDA  #208446 | TABLET;ORAL  | MYLAN
	
ABIRATERONE ACETATE (ABIRATERONE ACETATE) | ANDA  #208453 | TABLET;ORAL  | APOTEX
	
ABIRATERONE ACETATE (ABIRATERONE ACETATE) | ANDA  #210726 | TABLET;ORAL  | TEVA PHARMS USA
	
ABIRATERONE ACETATE (ABIRATERONE ACETATE) | ANDA  #210686 | TABLET;ORAL  | MSN
	
ABIRATERONE ACETATE (ABIRATERONE ACETATE) | ANDA  #212206 | TABLET;ORAL  | TEVA PHARMS USA
	
ABIRATERONE ACETATE (ABIRATERONE ACETATE) | ANDA  #212462 | TABLET;ORAL  | QILU
	
ABIRATERONE ACETATE (ABIRATERONE ACETATE) | ANDA  #215947 | TABLET;ORAL  | NOVUGEN
	
ABIRATERONE ACETATE (ABIRATERONE ACETATE) | ANDA  #215086 | TABLET;ORAL  | FLORIDA"
"ABITREXATE

ABITREXATE (METHOTREXATE SODIUM) | ANDA  #089161 | INJECTABLE;INJECTION  | ABIC
	
ABITREXATE (METHOTREXATE SODIUM) | ANDA  #089354 | INJECTABLE;INJECTION  | ABIC
	
ABITREXATE (METHOTREXATE SODIUM) | ANDA  #089355 | INJECTABLE;INJECTION  | ABIC
	
ABITREXATE (METHOTREXATE SODIUM) | ANDA  #089356 | INJECTABLE;INJECTION  | ABIC"
"ABLAVAR

ABLAVAR (GADOFOSVESET TRISODIUM) | NDA   #021711 | SOLUTION;INTRAVENOUS  | LANTHEUS MEDCL"
"ABLYSINOL

ABLYSINOL (ALCOHOL) | NDA   #207987 | SOLUTION;INTRA-ARTERIAL  | BPI LABS"
"ABRAXANE

ABRAXANE (PACLITAXEL) | NDA   #021660 | POWDER;INTRAVENOUS  | BRISTOL-MYERS"
"ABREVA

ABREVA (DOCOSANOL) | NDA   #020941 | CREAM;TOPICAL  | GLAXOSMITHKLINE"
"ABRILADA

ABRILADA (ADALIMUMAB-AFZB) | BLA   #761118 | INJECTABLE;INJECTION  | PFIZER INC"
"ABSORICA

ABSORICA (ISOTRETINOIN) | NDA   #021951 | CAPSULE;ORAL  | SUN PHARM INDS INC"
"ABSORICA LD

ABSORICA LD (ISOTRETINOIN) | NDA   #211913 | CAPSULE;ORAL  | SUN PHARM"
"ABSTRAL

ABSTRAL (FENTANYL CITRATE) | NDA   #022510 | TABLET;SUBLINGUAL  | SENTYNL THERAPS INC"
"ACALABRUTINIB

ACALABRUTINIB (ACALABRUTINIB) | ANDA  #216775 | CAPSULE;ORAL  | ALEMBIC PHARMS LTD"
"ACAMPROSATE CALCIUM

ACAMPROSATE CALCIUM (ACAMPROSATE CALCIUM) | ANDA  #202229 | TABLET, DELAYED RELEASE;ORAL  | GLENMARK GENERICS
	
ACAMPROSATE CALCIUM (ACAMPROSATE CALCIUM) | ANDA  #200142 | TABLET, DELAYED RELEASE;ORAL  | MYLAN
	
ACAMPROSATE CALCIUM (ACAMPROSATE CALCIUM) | ANDA  #200143 | TABLET, DELAYED RELEASE;ORAL  | BARR LABS DIV TEVA
	
ACAMPROSATE CALCIUM (ACAMPROSATE CALCIUM) | ANDA  #205995 | TABLET, DELAYED RELEASE;ORAL  | ZYDUS PHARMS"
"ACANYA

ACANYA (BENZOYL PEROXIDE; CLINDAMYCIN PHOSPHATE) | NDA   #050819 | GEL;TOPICAL  | BAUSCH"
"ACARBOSE

ACARBOSE (ACARBOSE) | ANDA  #090912 | TABLET;ORAL  | STRIDES PHARMA
	
ACARBOSE (ACARBOSE) | ANDA  #091053 | TABLET;ORAL  | DASH PHARMS
	
ACARBOSE (ACARBOSE) | ANDA  #078441 | TABLET;ORAL  | IMPAX LABS
	
ACARBOSE (ACARBOSE) | ANDA  #078470 | TABLET;ORAL  | HIKMA
	
ACARBOSE (ACARBOSE) | ANDA  #077532 | TABLET;ORAL  | WATSON LABS
	
ACARBOSE (ACARBOSE) | ANDA  #091343 | TABLET;ORAL  | VIRTUS PHARM
	
ACARBOSE (ACARBOSE) | ANDA  #202271 | TABLET;ORAL  | AVET LIFESCIENCES
	
ACARBOSE (ACARBOSE) | ANDA  #213821 | TABLET;ORAL  | HANGZHOU ZHONGMEI"
"ACCOLATE

ACCOLATE (ZAFIRLUKAST) | NDA   #020547 | TABLET;ORAL  | STRIDES PHARMA"
"ACCRETROPIN

ACCRETROPIN (SOMATROPIN) | BLA   #021538 | INJECTABLE;INJECTION  | EMERGENT"
"ACCRUFER

ACCRUFER (FERRIC MALTOL) | NDA   #212320 | CAPSULE;ORAL  | SHIELD TX"
"ACCUNEB

ACCUNEB (ALBUTEROL SULFATE) | NDA   #020949 | SOLUTION;INHALATION  | MYLAN SPECIALITY LP"
"ACCUPRIL

ACCUPRIL (QUINAPRIL HYDROCHLORIDE) | NDA   #019885 | TABLET;ORAL  | PFIZER PHARMS"
"ACCURBRON

ACCURBRON (THEOPHYLLINE) | ANDA  #088746 | SYRUP;ORAL  | SANOFI AVENTIS US"
"ACCURETIC

ACCURETIC (HYDROCHLOROTHIAZIDE; QUINAPRIL HYDROCHLORIDE) | NDA   #020125 | TABLET;ORAL  | PFIZER PHARMS"
"ACCUTANE

ACCUTANE (ISOTRETINOIN) | NDA   #018662 | CAPSULE;ORAL  | HOFFMANN LA ROCHE"
"ACEBUTOLOL HYDROCHLORIDE

ACEBUTOLOL HYDROCHLORIDE (ACEBUTOLOL HYDROCHLORIDE) | ANDA  #074288 | CAPSULE;ORAL  | MYLAN
	
ACEBUTOLOL HYDROCHLORIDE (ACEBUTOLOL HYDROCHLORIDE) | ANDA  #074007 | CAPSULE;ORAL  | ANI PHARMS
	
ACEBUTOLOL HYDROCHLORIDE (ACEBUTOLOL HYDROCHLORIDE) | ANDA  #075047 | CAPSULE;ORAL  | AMNEAL PHARM"
"ACEON

ACEON (PERINDOPRIL ERBUMINE) | NDA   #020184 | TABLET;ORAL  | SYMPLMED PHARMS LLC"
"ACEPHEN

ACEPHEN (ACETAMINOPHEN) | NDA   #018060 | SUPPOSITORY;RECTAL  | COSETTE
	
ACEPHEN (ACETAMINOPHEN) | ANDA  #072218 | SUPPOSITORY;RECTAL  | COSETTE
	
ACEPHEN (ACETAMINOPHEN) | ANDA  #072237 | SUPPOSITORY;RECTAL  | COSETTE
	
ACEPHEN (ACETAMINOPHEN) | ANDA  #072344 | SUPPOSITORY;RECTAL  | COSETTE"
"ACETADOTE

ACETADOTE (ACETYLCYSTEINE) | NDA   #021539 | INJECTABLE;INTRAVENOUS  | CUMBERLAND PHARMS"
"ACETAMINOPHEN

ACETAMINOPHEN (ACETAMINOPHEN) | NDA   #018337 | SUPPOSITORY;RECTAL  | TARO
	
ACETAMINOPHEN (ACETAMINOPHEN) | ANDA  #070607 | SUPPOSITORY;RECTAL  | PERRIGO NEW YORK
	
ACETAMINOPHEN (ACETAMINOPHEN) | ANDA  #070608 | SUPPOSITORY;RECTAL  | PERRIGO NEW YORK
	
ACETAMINOPHEN (ACETAMINOPHEN) | ANDA  #071010 | SUPPOSITORY;RECTAL  | ACINO PRODS
	
ACETAMINOPHEN (ACETAMINOPHEN) | ANDA  #071011 | SUPPOSITORY;RECTAL  | ACINO PRODS
	
ACETAMINOPHEN (ACETAMINOPHEN) | ANDA  #073106 | SUPPOSITORY;RECTAL  | ABLE
	
ACETAMINOPHEN (ACETAMINOPHEN) | ANDA  #073107 | SUPPOSITORY;RECTAL  | ABLE
	
ACETAMINOPHEN (ACETAMINOPHEN) | ANDA  #073108 | SUPPOSITORY;RECTAL  | ABLE
	
ACETAMINOPHEN (ACETAMINOPHEN) | ANDA  #075077 | TABLET, EXTENDED RELEASE;ORAL  | PERRIGO
	
ACETAMINOPHEN (ACETAMINOPHEN) | ANDA  #076200 | TABLET, EXTENDED RELEASE;ORAL  | OHM LABS
	
ACETAMINOPHEN (ACETAMINOPHEN) | ANDA  #078569 | TABLET, EXTENDED RELEASE;ORAL  | SUN PHARM INDS LTD
	
ACETAMINOPHEN (ACETAMINOPHEN) | ANDA  #090205 | TABLET, EXTENDED RELEASE;ORAL  | SUN PHARM INDS LTD
	
ACETAMINOPHEN (ACETAMINOPHEN) | ANDA  #213255 | SOLUTION;INTRAVENOUS  | MYLAN
	
ACETAMINOPHEN (ACETAMINOPHEN) | ANDA  #210969 | SOLUTION;INTRAVENOUS  | EUGIA PHARMA
	
ACETAMINOPHEN (ACETAMINOPHEN) | ANDA  #211544 | TABLET, EXTENDED RELEASE;ORAL  | GRANULES
	
ACETAMINOPHEN (ACETAMINOPHEN) | NDA   #206968 | SOLUTION;INTRAVENOUS  | HIKMA
	
ACETAMINOPHEN (ACETAMINOPHEN) | ANDA  #207229 | TABLET, EXTENDED RELEASE;ORAL  | AUROBINDO PHARMA
	
ACETAMINOPHEN (ACETAMINOPHEN) | NDA   #206610 | POWDER;INTRAVENOUS  | RISING
	
ACETAMINOPHEN (ACETAMINOPHEN) | ANDA  #207035 | TABLET, EXTENDED RELEASE;ORAL  | HERITAGE PHARMA
	
ACETAMINOPHEN (ACETAMINOPHEN) | ANDA  #202605 | SOLUTION;INTRAVENOUS  | HIKMA
	
ACETAMINOPHEN (ACETAMINOPHEN) | NDA   #204957 | SOLUTION;INTRAVENOUS  | B BRAUN MEDICAL INC
	
ACETAMINOPHEN (ACETAMINOPHEN) | ANDA  #205746 | SOLUTION;INTRAVENOUS  | WOCKHARDT BIO AG
	
ACETAMINOPHEN (ACETAMINOPHEN) | NDA   #204767 | SOLUTION;INTRAVENOUS  | FRESENIUS KABI USA
	
ACETAMINOPHEN (ACETAMINOPHEN) | ANDA  #204052 | SOLUTION;INTRAVENOUS  | SANDOZ
	
ACETAMINOPHEN (ACETAMINOPHEN) | ANDA  #214331 | SOLUTION;INTRAVENOUS  | BAXTER HLTHCARE CORP
	
ACETAMINOPHEN (ACETAMINOPHEN) | ANDA  #215403 | SOLUTION;INTRAVENOUS  | HQ SPCLT PHARMA
	
ACETAMINOPHEN (ACETAMINOPHEN) | ANDA  #215486 | TABLET, EXTENDED RELEASE;ORAL  | MARKSANS PHARMA
	
ACETAMINOPHEN (ACETAMINOPHEN) | ANDA  #216617 | SOLUTION;INTRAVENOUS  | ASPIRO
	
ACETAMINOPHEN (ACETAMINOPHEN) | ANDA  #216467 | SOLUTION;INTRAVENOUS  | ZYDUS PHARMS"
"ACETAMINOPHEN AND CODEINE PHOSPHATE

ACETAMINOPHEN AND CODEINE PHOSPHATE (ACETAMINOPHEN; CODEINE PHOSPHATE) | ANDA  #202800 | TABLET;ORAL  | AUROLIFE PHARMA LLC
	
ACETAMINOPHEN AND CODEINE PHOSPHATE (ACETAMINOPHEN; CODEINE PHOSPHATE) | ANDA  #091238 | SOLUTION;ORAL  | CHARTWELL MOLECULAR
	
ACETAMINOPHEN AND CODEINE PHOSPHATE (ACETAMINOPHEN; CODEINE PHOSPHATE) | ANDA  #211610 | TABLET;ORAL  | EYWA
	
ACETAMINOPHEN AND CODEINE PHOSPHATE (ACETAMINOPHEN; CODEINE PHOSPHATE) | ANDA  #212418 | TABLET;ORAL  | ELITE LABS INC
	
ACETAMINOPHEN AND CODEINE PHOSPHATE (ACETAMINOPHEN; CODEINE PHOSPHATE) | ANDA  #089805 | TABLET;ORAL  | STRIDES PHARMA
	
ACETAMINOPHEN AND CODEINE PHOSPHATE (ACETAMINOPHEN; CODEINE PHOSPHATE) | ANDA  #089990 | TABLET;ORAL  | STRIDES PHARMA
	
ACETAMINOPHEN AND CODEINE PHOSPHATE (ACETAMINOPHEN; CODEINE PHOSPHATE) | ANDA  #089997 | TABLET;ORAL  | CHARTWELL
	
ACETAMINOPHEN AND CODEINE PHOSPHATE (ACETAMINOPHEN; CODEINE PHOSPHATE) | ANDA  #089998 | TABLET;ORAL  | CHARTWELL
	
ACETAMINOPHEN AND CODEINE PHOSPHATE (ACETAMINOPHEN; CODEINE PHOSPHATE) | ANDA  #089999 | TABLET;ORAL  | CHARTWELL
	
ACETAMINOPHEN AND CODEINE PHOSPHATE (ACETAMINOPHEN; CODEINE PHOSPHATE) | ANDA  #089828 | TABLET;ORAL  | STRIDES PHARMA
	
ACETAMINOPHEN AND CODEINE PHOSPHATE (ACETAMINOPHEN; CODEINE PHOSPHATE) | ANDA  #089183 | TABLET;ORAL  | SUPERPHARM
	
ACETAMINOPHEN AND CODEINE PHOSPHATE (ACETAMINOPHEN; CODEINE PHOSPHATE) | ANDA  #089184 | TABLET;ORAL  | SUPERPHARM
	
ACETAMINOPHEN AND CODEINE PHOSPHATE (ACETAMINOPHEN; CODEINE PHOSPHATE) | ANDA  #089185 | TABLET;ORAL  | SUPERPHARM
	
ACETAMINOPHEN AND CODEINE PHOSPHATE (ACETAMINOPHEN; CODEINE PHOSPHATE) | ANDA  #089231 | TABLET;ORAL  | MIKART
	
ACETAMINOPHEN AND CODEINE PHOSPHATE (ACETAMINOPHEN; CODEINE PHOSPHATE) | ANDA  #089238 | TABLET;ORAL  | MIKART
	
ACETAMINOPHEN AND CODEINE PHOSPHATE (ACETAMINOPHEN; CODEINE PHOSPHATE) | ANDA  #089244 | TABLET;ORAL  | MIKART
	
ACETAMINOPHEN AND CODEINE PHOSPHATE (ACETAMINOPHEN; CODEINE PHOSPHATE) | ANDA  #089253 | TABLET;ORAL  | SUPERPHARM
	
ACETAMINOPHEN AND CODEINE PHOSPHATE (ACETAMINOPHEN; CODEINE PHOSPHATE) | ANDA  #089254 | TABLET;ORAL  | SUPERPHARM
	
ACETAMINOPHEN AND CODEINE PHOSPHATE (ACETAMINOPHEN; CODEINE PHOSPHATE) | ANDA  #089080 | TABLET;ORAL  | PUREPAC PHARM
	
ACETAMINOPHEN AND CODEINE PHOSPHATE (ACETAMINOPHEN; CODEINE PHOSPHATE) | ANDA  #089363 | TABLET;ORAL  | MIKART
	
ACETAMINOPHEN AND CODEINE PHOSPHATE (ACETAMINOPHEN; CODEINE PHOSPHATE) | ANDA  #089450 | SOLUTION;ORAL  | CHARTWELL
	
ACETAMINOPHEN AND CODEINE PHOSPHATE (ACETAMINOPHEN; CODEINE PHOSPHATE) | ANDA  #089478 | TABLET;ORAL  | AM THERAP
	
ACETAMINOPHEN AND CODEINE PHOSPHATE (ACETAMINOPHEN; CODEINE PHOSPHATE) | ANDA  #089479 | TABLET;ORAL  | AM THERAP
	
ACETAMINOPHEN AND CODEINE PHOSPHATE (ACETAMINOPHEN; CODEINE PHOSPHATE) | ANDA  #089480 | TABLET;ORAL  | AM THERAP
	
ACETAMINOPHEN AND CODEINE PHOSPHATE (ACETAMINOPHEN; CODEINE PHOSPHATE) | ANDA  #089481 | TABLET;ORAL  | AM THERAP
	
ACETAMINOPHEN AND CODEINE PHOSPHATE (ACETAMINOPHEN; CODEINE PHOSPHATE) | ANDA  #089482 | TABLET;ORAL  | AM THERAP
	
ACETAMINOPHEN AND CODEINE PHOSPHATE (ACETAMINOPHEN; CODEINE PHOSPHATE) | ANDA  #089483 | TABLET;ORAL  | AM THERAP
	
ACETAMINOPHEN AND CODEINE PHOSPHATE (ACETAMINOPHEN; CODEINE PHOSPHATE) | ANDA  #089511 | TABLET;ORAL  | ROXANE
	
ACETAMINOPHEN AND CODEINE PHOSPHATE (ACETAMINOPHEN; CODEINE PHOSPHATE) | ANDA  #089512 | TABLET;ORAL  | ROXANE
	
ACETAMINOPHEN AND CODEINE PHOSPHATE (ACETAMINOPHEN; CODEINE PHOSPHATE) | ANDA  #089513 | TABLET;ORAL  | ROXANE
	
ACETAMINOPHEN AND CODEINE PHOSPHATE (ACETAMINOPHEN; CODEINE PHOSPHATE) | ANDA  #089673 | TABLET;ORAL  | RHODES PHARMS
	
ACETAMINOPHEN AND CODEINE PHOSPHATE (ACETAMINOPHEN; CODEINE PHOSPHATE) | ANDA  #087508 | SOLUTION;ORAL  | GENUS LIFESCIENCES
	
ACETAMINOPHEN AND CODEINE PHOSPHATE (ACETAMINOPHEN; CODEINE PHOSPHATE) | ANDA  #087653 | TABLET;ORAL  | MUTUAL PHARM
	
ACETAMINOPHEN AND CODEINE PHOSPHATE (ACETAMINOPHEN; CODEINE PHOSPHATE) | ANDA  #087762 | TABLET;ORAL  | PURACAP PHARM
	
